year	pop	lifeExp	gdpPercap	region
1957	4324000	67.49	7545.415386	Europe_Finland
1962	4491443	68.75	9371.842561	Europe_Finland
1967	4605744	69.83	10921.63626	Europe_Finland
1972	4639657	70.87	14358.8759	Europe_Finland
1977	4738902	72.52	15605.42283	Europe_Finland
1982	4826933	74.55	18533.15761	Europe_Finland
1987	4931729	74.83	21141.01223	Europe_Finland
1992	5041039	75.7	20647.16499	Europe_Finland
1997	5134406	77.13	23723.9502	Europe_Finland
2002	5193039	78.37	28204.59057	Europe_Finland
2007	5238460	79.313	33207.0844	Europe_Finland
1952	42459667	67.41	7029.809327	Europe_France
1957	44310863	68.93	8662.834898	Europe_France
1962	47124000	70.51	10560.48553	Europe_France
1967	49569000	71.55	12999.91766	Europe_France
1972	51732000	72.38	16107.19171	Europe_France
1977	53165019	73.83	18292.63514	Europe_France
1982	54433565	74.89	20293.89746	Europe_France
1987	55630100	76.34	22066.44214	Europe_France
1992	57374179	77.46	24703.79615	Europe_France
1997	58623428	78.64	25889.78487	Europe_France
2002	59925035	79.59	28926.03234	Europe_France
2007	61083916	80.657	30470.0167	Europe_France
1952	420702	37.003	4293.476475	Africa_Gabon
1957	434904	38.999	4976.198099	Africa_Gabon
1962	455661	40.489	6631.459222	Africa_Gabon
1967	489004	44.598	8358.761987	Africa_Gabon
1972	537977	48.69	11401.94841	Africa_Gabon
1977	706367	52.79	21745.57328	Africa_Gabon
1982	753874	56.564	15113.36194	Africa_Gabon
1987	880397	60.19	11864.40844	Africa_Gabon
1992	985739	61.366	13522.15752	Africa_Gabon
1997	1126189	60.461	14722.84188	Africa_Gabon
2002	1299304	56.761	12521.71392	Africa_Gabon
2007	1454867	56.735	13206.48452	Africa_Gabon
1952	284320	30	485.2306591	Africa_Gambia
1957	323150	32.065	520.9267111	Africa_Gambia
1962	374020	33.896	599.650276	Africa_Gambia
1967	439593	35.857	734.7829124	Africa_Gambia
1972	517101	38.308	756.0868363	Africa_Gambia
1977	608274	41.842	884.7552507	Africa_Gambia
1982	715523	45.58	835.8096108	Africa_Gambia
1987	848406	49.265	611.6588611	Africa_Gambia
1992	1025384	52.644	665.6244126	Africa_Gambia
1997	1235767	55.861	653.7301704	Africa_Gambia
2002	1457766	58.041	660.5855997	Africa_Gambia
2007	1688359	59.448	752.7497265	Africa_Gambia
1952	69145952	67.5	7144.114393	Europe_Germany
1957	71019069	69.1	10187.82665	Europe_Germany
1962	73739117	70.3	12902.46291	Europe_Germany
1967	76368453	70.8	14745.62561	Europe_Germany
1972	78717088	71	18016.18027	Europe_Germany
1977	78160773	72.5	20512.92123	Europe_Germany
1982	78335266	73.8	22031.53274	Europe_Germany
1987	77718298	74.847	24639.18566	Europe_Germany
1992	80597764	76.07	26505.30317	Europe_Germany
1997	82011073	77.34	27788.88416	Europe_Germany
2002	82350671	78.67	30035.80198	Europe_Germany
2007	82400996	79.406	32170.37442	Europe_Germany
1952	5581001	43.149	911.2989371	Africa_Ghana
1957	6391288	44.779	1043.561537	Africa_Ghana
1962	7355248	46.452	1190.041118	Africa_Ghana
1967	8490213	48.072	1125.69716	Africa_Ghana
1972	9354120	49.875	1178.223708	Africa_Ghana
1977	10538093	51.756	993.2239571	Africa_Ghana
1982	11400338	53.744	876.032569	Africa_Ghana
1987	14168101	55.729	847.0061135	Africa_Ghana
1992	16278738	57.501	925.060154	Africa_Ghana
1997	18418288	58.556	1005.245812	Africa_Ghana
2002	20550751	58.453	1111.984578	Africa_Ghana
2007	22873338	60.022	1327.60891	Africa_Ghana
1952	7733250	65.86	3530.690067	Europe_Greece
1957	8096218	67.86	4916.299889	Europe_Greece
1962	8448233	69.51	6017.190733	Europe_Greece
1967	8716441	71	8513.097016	Europe_Greece
1972	8888628	72.34	12724.82957	Europe_Greece
1977	9308479	73.68	14195.52428	Europe_Greece
1982	9786480	75.24	15268.42089	Europe_Greece
1987	9974490	76.67	16120.52839	Europe_Greece
1992	10325429	77.03	17541.49634	Europe_Greece
1997	10502372	77.869	18747.69814	Europe_Greece
2002	10603863	78.256	22514.2548	Europe_Greece
2007	10706290	79.483	27538.41188	Europe_Greece
1952	3146381	42.023	2428.237769	Americas_Guatemala
1957	3640876	44.142	2617.155967	Americas_Guatemala
1962	4208858	46.954	2750.364446	Americas_Guatemala
1967	4690773	50.016	3242.531147	Americas_Guatemala
1972	5149581	53.738	4031.408271	Americas_Guatemala
1977	5703430	56.029	4879.992748	Americas_Guatemala
1982	6395630	58.137	4820.49479	Americas_Guatemala
1987	7326406	60.782	4246.485974	Americas_Guatemala
1992	8486949	63.373	4439.45084	Americas_Guatemala
1997	9803875	66.322	4684.313807	Americas_Guatemala
2002	11178650	68.978	4858.347495	Americas_Guatemala
2007	12572928	70.259	5186.050003	Americas_Guatemala
1952	2664249	33.609	510.1964923	Africa_Guinea
1957	2876726	34.558	576.2670245	Africa_Guinea
1962	3140003	35.753	686.3736739	Africa_Guinea
1967	3451418	37.197	708.7595409	Africa_Guinea
1972	3811387	38.842	741.6662307	Africa_Guinea
1977	4227026	40.762	874.6858643	Africa_Guinea
1982	4710497	42.891	857.2503577	Africa_Guinea
1987	5650262	45.552	805.5724718	Africa_Guinea
1992	6990574	48.576	794.3484384	Africa_Guinea
1997	8048834	51.455	869.4497668	Africa_Guinea
2002	8807818	53.676	945.5835837	Africa_Guinea
2007	9947814	56.007	942.6542111	Africa_Guinea
1952	580653	32.5	299.850319	Africa_Guinea-Bissau
1957	601095	33.489	431.7904566	Africa_Guinea-Bissau
1962	627820	34.488	522.0343725	Africa_Guinea-Bissau
1967	601287	35.492	715.5806402	Africa_Guinea-Bissau
1972	625361	36.486	820.2245876	Africa_Guinea-Bissau
1977	745228	37.465	764.7259628	Africa_Guinea-Bissau
1982	825987	39.327	838.1239671	Africa_Guinea-Bissau
1987	927524	41.245	736.4153921	Africa_Guinea-Bissau
1992	1050938	43.266	745.5398706	Africa_Guinea-Bissau
1997	1193708	44.873	796.6644681	Africa_Guinea-Bissau
2002	1332459	45.504	575.7047176	Africa_Guinea-Bissau
2007	1472041	46.388	579.231743	Africa_Guinea-Bissau
1952	3201488	37.579	1840.366939	Americas_Haiti
1957	3507701	40.696	1726.887882	Americas_Haiti
1962	3880130	43.59	1796.589032	Americas_Haiti
1967	4318137	46.243	1452.057666	Americas_Haiti
1972	4698301	48.042	1654.456946	Americas_Haiti
1977	4908554	49.923	1874.298931	Americas_Haiti
1982	5198399	51.461	2011.159549	Americas_Haiti
1987	5756203	53.636	1823.015995	Americas_Haiti
1992	6326682	55.089	1456.309517	Americas_Haiti
1997	6913545	56.671	1341.726931	Americas_Haiti
2002	7607651	58.137	1270.364932	Americas_Haiti
2007	8502814	60.916	1201.637154	Americas_Haiti
1952	1517453	41.912	2194.926204	Americas_Honduras
1957	1770390	44.665	2220.487682	Americas_Honduras
1962	2090162	48.041	2291.156835	Americas_Honduras
1967	2500689	50.924	2538.269358	Americas_Honduras
1972	2965146	53.884	2529.842345	Americas_Honduras
1977	3055235	57.402	3203.208066	Americas_Honduras
1982	3669448	60.909	3121.760794	Americas_Honduras
1987	4372203	64.492	3023.096699	Americas_Honduras
1992	5077347	66.399	3081.694603	Americas_Honduras
1997	5867957	67.659	3160.454906	Americas_Honduras
2002	6677328	68.565	3099.72866	Americas_Honduras
2007	7483763	70.198	3548.330846	Americas_Honduras
1952	2125900	60.96	3054.421209	Asia_Hong Kong, China
1957	2736300	64.75	3629.076457	Asia_Hong Kong, China
1962	3305200	67.65	4692.648272	Asia_Hong Kong, China
1967	3722800	70	6197.962814	Asia_Hong Kong, China
1972	4115700	72	8315.928145	Asia_Hong Kong, China
1977	4583700	73.6	11186.14125	Asia_Hong Kong, China
1982	5264500	75.45	14560.53051	Asia_Hong Kong, China
1987	5584510	76.2	20038.47269	Asia_Hong Kong, China
1992	5829696	77.601	24757.60301	Asia_Hong Kong, China
1997	6495918	80	28377.63219	Asia_Hong Kong, China
2002	6762476	81.495	30209.01516	Asia_Hong Kong, China
2007	6980412	82.208	39724.97867	Asia_Hong Kong, China
1952	9504000	64.03	5263.673816	Europe_Hungary
1957	9839000	66.41	6040.180011	Europe_Hungary
1962	10063000	67.96	7550.359877	Europe_Hungary
1967	10223422	69.5	9326.64467	Europe_Hungary
1972	10394091	69.76	10168.65611	Europe_Hungary
1977	10637171	69.95	11674.83737	Europe_Hungary
1982	10705535	69.39	12545.99066	Europe_Hungary
1987	10612740	69.58	12986.47998	Europe_Hungary
1992	10348684	69.17	10535.62855	Europe_Hungary
1997	10244684	71.04	11712.7768	Europe_Hungary
2002	10083313	72.59	14843.93556	Europe_Hungary
2007	9956108	73.338	18008.94444	Europe_Hungary
1952	147962	72.49	7267.688428	Europe_Iceland
1957	165110	73.47	9244.001412	Europe_Iceland
1962	182053	73.68	10350.15906	Europe_Iceland
1967	198676	73.73	13319.89568	Europe_Iceland
1972	209275	74.46	15798.06362	Europe_Iceland
1977	221823	76.11	19654.96247	Europe_Iceland
1982	233997	76.99	23269.6075	Europe_Iceland
1987	244676	77.23	26923.20628	Europe_Iceland
1992	259012	78.77	25144.39201	Europe_Iceland
1997	271192	78.95	28061.09966	Europe_Iceland
2002	288030	80.5	31163.20196	Europe_Iceland
2007	301931	81.757	36180.78919	Europe_Iceland
1952	3.72e+08	37.373	546.5657493	Asia_India
1957	4.09e+08	40.249	590.061996	Asia_India
1962	4.54e+08	43.605	658.3471509	Asia_India
1967	5.06e+08	47.193	700.7706107	Asia_India
1972	5.67e+08	50.651	724.032527	Asia_India
1977	6.34e+08	54.208	813.337323	Asia_India
1982	7.08e+08	56.596	855.7235377	Asia_India
1987	7.88e+08	58.553	976.5126756	Asia_India
1992	8.72e+08	60.223	1164.406809	Asia_India
1997	9.59e+08	61.765	1458.817442	Asia_India
2002	1034172547	62.879	1746.769454	Asia_India
2007	1110396331	64.698	2452.210407	Asia_India
1952	82052000	37.468	749.6816546	Asia_Indonesia
1957	90124000	39.918	858.9002707	Asia_Indonesia
1962	99028000	42.518	849.2897701	Asia_Indonesia
1967	109343000	45.964	762.4317721	Asia_Indonesia
1972	121282000	49.203	1111.107907	Asia_Indonesia
1977	136725000	52.702	1382.702056	Asia_Indonesia
1982	153343000	56.159	1516.872988	Asia_Indonesia
1987	169276000	60.137	1748.356961	Asia_Indonesia
1992	184816000	62.681	2383.140898	Asia_Indonesia
1997	199278000	66.041	3119.335603	Asia_Indonesia
2002	211060000	68.588	2873.91287	Asia_Indonesia
2007	223547000	70.65	3540.651564	Asia_Indonesia
1952	17272000	44.869	3035.326002	Asia_Iran
1957	19792000	47.181	3290.257643	Asia_Iran
1962	22874000	49.325	4187.329802	Asia_Iran
1967	26538000	52.469	5906.731805	Asia_Iran
1972	30614000	55.234	9613.818607	Asia_Iran
1977	35480679	57.702	11888.59508	Asia_Iran
1982	43072751	59.62	7608.334602	Asia_Iran
1987	51889696	63.04	6642.881371	Asia_Iran
1992	60397973	65.742	7235.653188	Asia_Iran
1997	63327987	68.042	8263.590301	Asia_Iran
2002	66907826	69.451	9240.761975	Asia_Iran
2007	69453570	70.964	11605.71449	Asia_Iran
1952	5441766	45.32	4129.766056	Asia_Iraq
1957	6248643	48.437	6229.333562	Asia_Iraq
1962	7240260	51.457	8341.737815	Asia_Iraq
1967	8519282	54.459	8931.459811	Asia_Iraq
1972	10061506	56.95	9576.037596	Asia_Iraq
1977	11882916	60.413	14688.23507	Asia_Iraq
1982	14173318	62.038	14517.90711	Asia_Iraq
1987	16543189	65.044	11643.57268	Asia_Iraq
1992	17861905	59.461	3745.640687	Asia_Iraq
1997	20775703	58.811	3076.239795	Asia_Iraq
2002	24001816	57.046	4390.717312	Asia_Iraq
2007	27499638	59.545	4471.061906	Asia_Iraq
1952	2952156	66.91	5210.280328	Europe_Ireland
1957	2878220	68.9	5599.077872	Europe_Ireland
1962	2830000	70.29	6631.597314	Europe_Ireland
1967	2900100	71.08	7655.568963	Europe_Ireland
1972	3024400	71.28	9530.772896	Europe_Ireland
1977	3271900	72.03	11150.98113	Europe_Ireland
1982	3480000	73.1	12618.32141	Europe_Ireland
1987	3539900	74.36	13872.86652	Europe_Ireland
1992	3557761	75.467	17558.81555	Europe_Ireland
1997	3667233	76.122	24521.94713	Europe_Ireland
2002	3879155	77.783	34077.04939	Europe_Ireland
2007	4109086	78.885	40675.99635	Europe_Ireland
1952	1620914	65.39	4086.522128	Asia_Israel
1957	1944401	67.84	5385.278451	Asia_Israel
1962	2310904	69.39	7105.630706	Asia_Israel
1967	2693585	70.75	8393.741404	Asia_Israel
1972	3095893	71.63	12786.93223	Asia_Israel
1977	3495918	73.06	13306.61921	Asia_Israel
1982	3858421	74.45	15367.0292	Asia_Israel
1987	4203148	75.6	17122.47986	Asia_Israel
1992	4936550	76.93	18051.52254	Asia_Israel
1997	5531387	78.269	20896.60924	Asia_Israel
2002	6029529	79.696	21905.59514	Asia_Israel
2007	6426679	80.745	25523.2771	Asia_Israel
1952	47666000	65.94	4931.404155	Europe_Italy
1957	49182000	67.81	6248.656232	Europe_Italy
1962	50843200	69.24	8243.58234	Europe_Italy
1967	52667100	71.06	10022.40131	Europe_Italy
1972	54365564	72.19	12269.27378	Europe_Italy
1977	56059245	73.48	14255.98475	Europe_Italy
1982	56535636	74.98	16537.4835	Europe_Italy
1987	56729703	76.42	19207.23482	Europe_Italy
1992	56840847	77.44	22013.64486	Europe_Italy
1997	57479469	78.82	24675.02446	Europe_Italy
2002	57926999	80.24	27968.09817	Europe_Italy
2007	58147733	80.546	28569.7197	Europe_Italy
1952	1426095	58.53	2898.530881	Americas_Jamaica
1957	1535090	62.61	4756.525781	Americas_Jamaica
1962	1665128	65.61	5246.107524	Americas_Jamaica
1967	1861096	67.51	6124.703451	Americas_Jamaica
1972	1997616	69	7433.889293	Americas_Jamaica
1977	2156814	70.11	6650.195573	Americas_Jamaica
1982	2298309	71.21	6068.05135	Americas_Jamaica
1987	2326606	71.77	6351.237495	Americas_Jamaica
1992	2378618	71.766	7404.923685	Americas_Jamaica
1997	2531311	72.262	7121.924704	Americas_Jamaica
2002	2664659	72.047	6994.774861	Americas_Jamaica
2007	2780132	72.567	7320.880262	Americas_Jamaica
1952	86459025	63.03	3216.956347	Asia_Japan
1957	91563009	65.5	4317.694365	Asia_Japan
1962	95831757	68.73	6576.649461	Asia_Japan
1967	100825279	71.43	9847.788607	Asia_Japan
1972	107188273	73.42	14778.78636	Asia_Japan
1977	113872473	75.38	16610.37701	Asia_Japan
1982	118454974	77.11	19384.10571	Asia_Japan
1987	122091325	78.67	22375.94189	Asia_Japan
1992	124329269	79.36	26824.89511	Asia_Japan
1997	125956499	80.69	28816.58499	Asia_Japan
2002	127065841	82	28604.5919	Asia_Japan
2007	127467972	82.603	31656.06806	Asia_Japan
1952	607914	43.158	1546.907807	Asia_Jordan
1957	746559	45.669	1886.080591	Asia_Jordan
1962	933559	48.126	2348.009158	Asia_Jordan
1967	1255058	51.629	2741.796252	Asia_Jordan
1972	1613551	56.528	2110.856309	Asia_Jordan
1977	1937652	61.134	2852.351568	Asia_Jordan
1982	2347031	63.739	4161.415959	Asia_Jordan
1987	2820042	65.869	4448.679912	Asia_Jordan
1992	3867409	68.015	3431.593647	Asia_Jordan
1997	4526235	69.772	3645.379572	Asia_Jordan
2002	5307470	71.263	3844.917194	Asia_Jordan
2007	6053193	72.535	4519.461171	    Asia_Jordan
1952	6464046	42.27	853.540919	Africa_Kenya
1957	7454779	44.686	944.4383152	Africa_Kenya
1962	8678557	47.949	896.9663732	Africa_Kenya
1967	10191512	50.654	1056.736457	Africa_Kenya
1972	12044785	53.559	1222.359968	Africa_Kenya
1977	14500404	56.155	1267.613204	Africa_Kenya
1982	17661452	58.766	1348.225791	Africa_Kenya
1987	21198082	59.339	1361.936856	Africa_Kenya
1992	25020539	59.285	1341.921721	Africa_Kenya
1997	28263827	54.407	1360.485021	Africa_Kenya
2002	31386842	50.992	1287.514732	Africa_Kenya
2007	35610177	54.11	1463.249282	Africa_Kenya
1952	8865488	50.056	1088.277758	    Asia_Korea, Dem. Rep.
1957	9411381	54.081	1571.134655	    Asia_Korea, Dem. Rep.
1962	10917494	56.656	1621.693598	Asia_Korea, Dem. Rep.
1967	12617009	59.942	2143.540609	Asia_Korea, Dem. Rep.
1972	14781241	63.983	3701.621503	Asia_Korea, Dem. Rep.
1977	16325320	67.159	4106.301249	Asia_Korea, Dem. Rep.
1982	17647518	69.1	4106.525293	Asia_Korea, Dem. Rep.
1987	19067554	70.647	4106.492315	Asia_Korea, Dem. Rep.
1992	20711375	69.978	3726.063507	Asia_Korea, Dem. Rep.
1997	21585105	67.727	1690.756814	Asia_Korea, Dem. Rep.
2002	22215365	66.662	1646.758151	Asia_Korea, Dem. Rep.
2007	23301725	67.297	1593.06548	Asia_Korea, Dem. Rep.
1952	20947571	47.453	1030.592226	Asia_Korea, Rep.
1957	22611552	52.681	1487.593537	Asia_Korea, Rep.
1962	26420307	55.292	1536.344387	Asia_Korea, Rep.
1967	30131000	57.716	2029.228142	Asia_Korea, Rep.
1972	33505000	62.612	3030.87665	Asia_Korea, Rep.
1977	36436000	64.766	4657.22102	Asia_Korea, Rep.
1982	39326000	67.123	5622.942464	Asia_Korea, Rep.
1987	41622000	69.81	8533.088805	Asia_Korea, Rep.
1992	43805450	72.244	12104.27872	Asia_Korea, Rep.
1997	46173816	74.647	15993.52796	Asia_Korea, Rep.
2002	47969150	77.045	19233.98818	Asia_Korea, Rep.
2007	49044790	78.623	23348.13973	Asia_Korea, Rep.
1952	160000	55.565	108382.3529	Asia_Kuwait
1957	212846	58.033	113523.1329	Asia_Kuwait
1962	358266	60.47	95458.11176	Asia_Kuwait
1967	575003	64.624	80894.88326	Asia_Kuwait
1972	841934	67.712	109347.867	Asia_Kuwait
1977	1140357	69.343	59265.47714	Asia_Kuwait
1982	1497494	71.309	31354.03573	Asia_Kuwait
1987	1891487	74.174	28118.42998	Asia_Kuwait
1992	1418095	75.19	34932.91959	Asia_Kuwait
1997	1765345	76.156	40300.61996	Asia_Kuwait
2002	2111561	76.904	35110.10566	Asia_Kuwait
2007	2505559	77.588	47306.98978	Asia_Kuwait
1952	1439529	55.928	4834.804067	Asia_Lebanon
1957	1647412	59.489	6089.786934	Asia_Lebanon
1962	1886848	62.094	5714.560611	Asia_Lebanon
1967	2186894	63.87	6006.983042	Asia_Lebanon
1972	2680018	65.421	7486.384341	Asia_Lebanon
1977	3115787	66.099	8659.696836	Asia_Lebanon
1982	3086876	66.983	7640.519521	Asia_Lebanon
1987	3089353	67.926	5377.091329	Asia_Lebanon
1992	3219994	69.292	6890.806854	Asia_Lebanon
1997	3430388	70.265	8754.96385	Asia_Lebanon
2002	3677780	71.028	9313.93883	Asia_Lebanon
2007	3921278	71.993	10461.05868	Asia_Lebanon
1952	748747	42.138	298.8462121	Africa_Lesotho
1957	813338	45.047	335.9971151	Africa_Lesotho
1962	893143	47.747	411.8006266	Africa_Lesotho
1967	996380	48.492	498.6390265	Africa_Lesotho
1972	1116779	49.767	496.5815922	Africa_Lesotho
1977	1251524	52.208	745.3695408	Africa_Lesotho
1982	1411807	55.078	797.2631074	Africa_Lesotho
1987	1599200	57.18	773.9932141	Africa_Lesotho
1992	1803195	59.685	977.4862725	Africa_Lesotho
1997	1982823	55.558	1186.147994	Africa_Lesotho
2002	2046772	44.593	1275.184575	Africa_Lesotho
2007	2012649	42.592	1569.331442	Africa_Lesotho
1952	863308	38.48	575.5729961	Africa_Liberia
1957	975950	39.486	620.9699901	Africa_Liberia
1962	1112796	40.502	634.1951625	Africa_Liberia
1967	1279406	41.536	713.6036483	Africa_Liberia
1972	1482628	42.614	803.0054535	Africa_Liberia
1977	1703617	43.764	640.3224383	Africa_Liberia
1982	1956875	44.852	572.1995694	Africa_Liberia
1987	2269414	46.027	506.1138573	Africa_Liberia
1992	1912974	40.802	636.6229191	Africa_Liberia
1997	2200725	42.221	609.1739508	Africa_Liberia
2002	2814651	43.753	531.4823679	Africa_Liberia
2007	3193942	45.678	414.5073415	Africa_Liberia
1952	1019729	42.723	2387.54806	Africa_Libya
1957	1201578	45.289	3448.284395	Africa_Libya
1962	1441863	47.808	6757.030816	Africa_Libya
1967	1759224	50.227	18772.75169	Africa_Libya
1972	2183877	52.773	21011.49721	Africa_Libya
1977	2721783	57.442	21951.21176	Africa_Libya
1982	3344074	62.155	17364.27538	Africa_Libya
1987	3799845	66.234	11770.5898	Africa_Libya
1992	4364501	68.755	9640.138501	Africa_Libya
1997	4759670	71.555	9467.446056	Africa_Libya
2002	5368585	72.737	9534.677467	Africa_Libya
2007	6036914	73.952	12057.49928	Africa_Libya
1952	4762912	36.681	1443.011715	Africa_Madagascar
1957	5181679	38.865	1589.20275	Africa_Madagascar
1962	5703324	40.848	1643.38711	Africa_Madagascar
1967	6334556	42.881	1634.047282	Africa_Madagascar
1972	7082430	44.851	1748.562982	Africa_Madagascar
1977	8007166	46.881	1544.228586	Africa_Madagascar
1982	9171477	48.969	1302.878658	Africa_Madagascar
1987	10568642	49.35	1155.441948	Africa_Madagascar
1992	12210395	52.214	1040.67619	Africa_Madagascar
1997	14165114	54.978	986.2958956	Africa_Madagascar
2002	16473477	57.286	894.6370822	Africa_Madagascar
2007	19167654	59.443	1044.770126	Africa_Madagascar
1952	2917802	36.256	369.1650802	Africa_Malawi
1957	3221238	37.207	416.3698064	Africa_Malawi
1962	3628608	38.41	427.9010856	Africa_Malawi
1967	4147252	39.487	495.5147806	Africa_Malawi
1972	4730997	41.766	584.6219709	Africa_Malawi
1977	5637246	43.767	663.2236766	Africa_Malawi
1982	6502825	45.642	632.8039209	Africa_Malawi
1987	7824747	47.457	635.5173634	Africa_Malawi
1992	10014249	49.42	563.2000145	Africa_Malawi
1997	10419991	47.495	692.2758103	Africa_Malawi
2002	11824495	45.009	665.4231186	Africa_Malawi
2007	13327079	48.303	759.3499101	Africa_Malawi
1952	6748378	48.463	1831.132894	Asia_Malaysia
1957	7739235	52.102	1810.066992	Asia_Malaysia
1962	8906385	55.737	2036.884944	Asia_Malaysia
1967	10154878	59.371	2277.742396	Asia_Malaysia
1972	11441462	63.01	2849.09478	Asia_Malaysia
1977	12845381	65.256	3827.921571	Asia_Malaysia
1982	14441916	68	4920.355951	Asia_Malaysia
1987	16331785	69.5	5249.802653	Asia_Malaysia
1992	18319502	70.693	7277.912802	Asia_Malaysia
1997	20476091	71.938	10132.90964	Asia_Malaysia
2002	22662365	73.044	10206.97794	Asia_Malaysia
2007	24821286	74.241	12451.6558	Asia_Malaysia
1952	3838168	33.685	452.3369807	Africa_Mali
1957	4241884	35.307	490.3821867	Africa_Mali
1962	4690372	36.936	496.1743428	Africa_Mali
1967	5212416	38.487	545.0098873	Africa_Mali
1972	5828158	39.977	581.3688761	Africa_Mali
1977	6491649	41.714	686.3952693	Africa_Mali
1982	6998256	43.916	618.0140641	Africa_Mali
1987	7634008	46.364	684.1715576	Africa_Mali
1992	8416215	48.388	739.014375	Africa_Mali
1997	9384984	49.903	790.2579846	Africa_Mali
2002	10580176	51.818	951.4097518	Africa_Mali
2007	12031795	54.467	1042.581557	Africa_Mali
1952	1022556	40.543	743.1159097	Africa_Mauritania
1957	1076852	42.338	846.1202613	Africa_Mauritania
1962	1146757	44.248	1055.896036	Africa_Mauritania
1967	1230542	46.289	1421.145193	Africa_Mauritania
1972	1332786	48.437	1586.851781	Africa_Mauritania
1977	1456688	50.852	1497.492223	Africa_Mauritania
1982	1622136	53.599	1481.150189	Africa_Mauritania
1987	1841240	56.145	1421.603576	Africa_Mauritania
1992	2119465	58.333	1361.369784	Africa_Mauritania
1997	2444741	60.43	1483.136136	Africa_Mauritania
2002	2828858	62.247	1579.019543	Africa_Mauritania
2007	3270065	64.164	1803.151496	Africa_Mauritania
1952	516556	50.986	1967.955707	Africa_Mauritius
1957	609816	58.089	2034.037981	Africa_Mauritius
1962	701016	60.246	2529.067487	Africa_Mauritius
1967	789309	61.557	2475.387562	Africa_Mauritius
1972	851334	62.944	2575.484158	Africa_Mauritius
1977	913025	64.93	3710.982963	Africa_Mauritius
1982	992040	66.711	3688.037739	Africa_Mauritius
1987	1042663	68.74	4783.586903	Africa_Mauritius
1992	1096202	69.745	6058.253846	Africa_Mauritius
1997	1149818	70.736	7425.705295	Africa_Mauritius
2002	1200206	71.954	9021.815894	Africa_Mauritius
2007	1250882	72.801	10956.99112	Africa_Mauritius
1952	30144317	50.789	3478.125529	Americas_Mexico
1957	35015548	55.19	4131.546641	Americas_Mexico
1962	41121485	58.299	4581.609385	Americas_Mexico
1967	47995559	60.11	5754.733883	Americas_Mexico
1972	55984294	62.361	6809.40669	Americas_Mexico
1977	63759976	65.032	7674.929108	Americas_Mexico
1982	71640904	67.405	9611.147541	Americas_Mexico
1987	80122492	69.498	8688.156003	Americas_Mexico
1992	88111030	71.455	9472.384295	Americas_Mexico
1997	95895146	73.67	9767.29753	Americas_Mexico
2002	102479927	74.902	10742.44053	Americas_Mexico
2007	108700891	76.195	11977.57496	Americas_Mexico
1952	800663	42.244	786.5668575	Asia_Mongolia
1957	882134	45.248	912.6626085	Asia_Mongolia
1962	1010280	48.251	1056.353958	Asia_Mongolia
1967	1149500	51.253	1226.04113	Asia_Mongolia
1972	1320500	53.754	1421.741975	Asia_Mongolia
1977	1528000	55.491	1647.511665	Asia_Mongolia
1982	1756032	57.489	2000.603139	Asia_Mongolia
1987	2015133	60.222	2338.008304	Asia_Mongolia
1992	2312802	61.271	1785.402016	Asia_Mongolia
1997	2494803	63.625	1902.2521	Asia_Mongolia
2002	2674234	65.033	2140.739323	Asia_Mongolia
2007	2874127	66.803	3095.772271	Asia_Mongolia
1952	413834	59.164	2647.585601	Europe_Montenegro
1957	442829	61.448	3682.259903	Europe_Montenegro
1962	474528	63.728	4649.593785	Europe_Montenegro
1967	501035	67.178	5907.850937	Europe_Montenegro
1972	527678	70.636	7778.414017	Europe_Montenegro
1977	560073	73.066	9595.929905	Europe_Montenegro
1982	562548	74.101	11222.58762	Europe_Montenegro
1987	569473	74.865	11732.51017	Europe_Montenegro
1992	621621	75.435	7003.339037	Europe_Montenegro
1997	692651	75.445	6465.613349	Europe_Montenegro
2002	720230	73.981	6557.194282	Europe_Montenegro
2007	684736	74.543	9253.896111	Europe_Montenegro
1952	9939217	42.873	1688.20357	Africa_Morocco
1957	11406350	45.423	1642.002314	Africa_Morocco
1962	13056604	47.924	1566.353493	Africa_Morocco
1967	14770296	50.335	1711.04477	Africa_Morocco
1972	16660670	52.862	1930.194975	Africa_Morocco
1977	18396941	55.73	2370.619976	Africa_Morocco
1982	20198730	59.65	2702.620356	Africa_Morocco
1987	22987397	62.677	2755.046991	Africa_Morocco
1992	25798239	65.393	2948.047252	Africa_Morocco
1997	28529501	67.66	2982.101858	Africa_Morocco
2002	31167783	69.615	3258.495584	Africa_Morocco
2007	33757175	71.164	3820.17523	Africa_Morocco
1952	6446316	31.286	468.5260381	Africa_Mozambique
1957	7038035	33.779	495.5868333	Africa_Mozambique
1962	7788944	36.161	556.6863539	Africa_Mozambique
1967	8680909	38.113	566.6691539	Africa_Mozambique
1972	9809596	40.328	724.9178037	Africa_Mozambique
1977	11127868	42.495	502.3197334	Africa_Mozambique
1982	12587223	42.795	462.2114149	Africa_Mozambique
1987	12891952	42.861	389.8761846	Africa_Mozambique
1992	13160731	44.284	410.8968239	Africa_Mozambique
1997	16603334	46.344	472.3460771	Africa_Mozambique
2002	18473780	44.026	633.6179466	Africa_Mozambique
2007	19951656	42.082	823.6856205	Africa_Mozambique
1952	20092996	36.319	331	Asia_Myanmar
1957	21731844	41.905	350	Asia_Myanmar
1962	23634436	45.108	388	Asia_Myanmar
1967	25870271	49.379	349	Asia_Myanmar
1972	28466390	53.07	357	Asia_Myanmar
